,Movie Name,Year of Release,Watch Time,Movie Rating,Metascore of movie,Gross,Votes,Description
393,Chung Hing sam lam,1994,102,8,78,0.6,"89,420","Two melancholy Hong Kong policemen fall in love: one with a mysterious female underworld figure, the other with a beautiful and ethereal waitress at a late-night restaurant he frequents."
394,Butch Cassidy and the Sundance Kid,1969,110,8,66,102.31,"2,21,995","Wyoming, early 1900s. Butch Cassidy and The Sundance Kid are the leaders of a band of outlaws. After a train robbery goes wrong they find themselves on the run with a posse hard on their heels. Their solution - escape to Bolivia."
395,Mommy,I 2014,139,8,74,3.49,"59,678","A widowed single mother, raising her violent son alone, finds new hope when a mysterious neighbor inserts herself into their household."
396,Annie Hall,1977,93,8,92,39.2,"2,71,517","Alvy Singer, a divorced Jewish comedian, reflects on his relationship with ex-lover Annie Hall, an aspiring nightclub singer, which ended abruptly just like his previous marriages."
397,Ip Man,2008,106,8,59,,"2,29,635","During the Japanese invasion of China, a wealthy martial artist is forced to leave his home when his city is occupied. With little means of providing for themselves, Ip Man and the remaining members of the city must find a way to survive."
398,Sling Blade,1996,135,8,84,24.48,"96,594","Karl Childers, a simple man hospitalized since his childhood murder of his mother and her lover, is released to start a new life in a small town."
399,The Last Picture Show,1971,118,8,93,29.13,"50,454","In 1951, a group of high schoolers come of age in a bleak, isolated, atrophied North Texas town that is slowly dying, both culturally and economically."
400,The Hustler,1961,134,8,90,8.28,"84,722",An up-and-coming pool player plays a long-time champion in a single high-stakes match.
401,Rio Bravo,1959,141,8,93,12.54,"65,766","A small-town sheriff in the American West enlists the help of a disabled man, a drunk, and a young gunfighter in his efforts to hold in jail the brother of the local bad guy."
402,Kaze no tani no Naushika,1984,117,8,86,0.5,"1,75,613",Warrior and pacifist Princess Nausicaä desperately struggles to prevent two warring nations from destroying themselves and their dying planet.
403,Roman Holiday,1953,118,8,78,,"1,43,403",A bored and sheltered princess escapes her guardians and falls in love with an American newsman in Rome.
404,Solaris,1972,167,8,93,,"95,182",A psychologist is sent to a station orbiting a distant planet in order to discover what has caused the crew to go insane.
405,Tenkû no shiro Rapyuta,1986,125,8,78,,"1,73,834",A young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle.
406,Cinderella Man,2005,144,8,69,61.65,"1,93,322","The story of James J. Braddock, a supposedly washed-up boxer who came back to challenge for the heavyweight championship of the world."
407,Gandhi,1982,191,8,79,52.77,"2,36,927",The life of the lawyer who became the famed leader of the Indian revolts against the British rule through his philosophy of nonviolent protest.
408,The Night of the Hunter,1955,92,8,97,0.65,"93,289","A religious fanatic marries a gullible widow whose young children are reluctant to tell him where their real daddy hid the $10,000 he'd stolen in a robbery."
409,Fiddler on the Roof,1971,181,8,67,80.5,"45,855","In pre-revolutionary Russia, a Jewish peasant with traditional values contends with marrying off three of his daughters with modern romantic ideals while growing anti-Semitic sentiment threatens his village."
410,Pink Floyd: The Wall,1982,95,8,47,22.24,"83,482",A confined but troubled rock star descends into madness in the midst of his physical and social isolation from everyone.
411,Zerkalo,1975,107,8,82,0.18,"49,732","A dying man in his forties remembers his past. His childhood, his mother, the war, personal moments and things that tell of the recent history of all the Russian nation."
412,High Noon,1952,85,8,89,9.45,"1,07,588","A town Marshal, despite the disagreements of his newlywed bride and the townspeople around him, must face a gang of deadly killers alone at ""high noon"" when the gang leader, an outlaw he ""sent up"" years ago, arrives on the noon train."
413,The Maltese Falcon,1941,100,8,97,2.11,"1,63,160","San Francisco private detective Sam Spade takes on a case that involves him with three eccentric criminals, a gorgeous liar and their quest for a priceless statuette, with the stakes rising after his partner is murdered."
414,La dolce vita,1960,174,8,95,19.52,"76,010",A series of stories following a week in the life of a philandering tabloid journalist living in Rome.
415,What Ever Happened to Baby Jane?,1962,134,8,75,4.05,"59,319",A former child star torments her paraplegic sister in their decaying Hollywood mansion.
416,8½,1963,138,8,93,0.05,"1,21,910",A harried movie director retreats into his memories and fantasies.
417,Der Himmel über Berlin,1987,128,8,79,3.33,"73,924","An angel tires of his purely ethereal life of merely overseeing the human activity of Berlin's residents, and longs for the tangible joys of physical existence when he falls in love with a mortal."
418,The Straight Story,1999,112,8,86,6.2,"93,802",An old man makes a long journey by lawnmower to mend his relationship with an ill brother.
419,Fitzcarraldo,1982,158,8,,,"36,896","The story of Brian Sweeney Fitzgerald, an extremely determined man who intends to build an opera house in the middle of a jungle."
420,Anatomy of a Murder,1959,161,8,95,11.9,"68,884","An upstate Michigan lawyer defends a soldier who claims he killed an innkeeper due to temporary insanity after the victim raped his wife. What is the truth, and will he win his case?"
421,WolfWalkers,2020,103,8,87,,"35,961",A young apprentice hunter and her father journey to Ireland to help wipe out the last wolf pack. But everything changes when she befriends a free-spirited girl from a mysterious tribe rumored to transform into wolves by night.
422,Mou gaan dou,2002,101,8,75,0.17,"1,28,324","A story between a mole in the police department and an undercover cop. Their objectives are the same: to find out who is the mole, and who is the cop."
423,Kaguya-hime no monogatari,2013,137,8,89,1.51,"50,445","Found inside a shining stalk of bamboo by an old bamboo cutter and his wife, a tiny girl grows rapidly into an exquisite young lady. The mysterious young princess enthralls all who encounter her, but ultimately she must confront her fate, the punishment for her crime."
424,"Quo vadis, Aida?",2020,101,8,97,,"36,359","Aida is a translator for the UN in the small town of Srebrenica. When the Serbian army takes over the town, her family is among the thousands of citizens looking for shelter in the UN camp."
425,Who's Afraid of Virginia Woolf?,1966,131,8,75,,"77,992","A bitter, aging couple, with the help of alcohol, use their young houseguests to fuel anguish and emotional pain towards each other over the course of a distressing night."
426,Secrets & Lies,1996,136,8,91,13.42,"45,460","Following the death of her adoptive parents, a successful young black optometrist establishes contact with her biological mother -- a lonely white factory worker living in poverty in East London."
427,Bãhubali: The Beginning,2015,159,8,,6.74,"1,31,308","A child from the Mahishmati kingdom is raised by tribal people and one day learns about his royal heritage, his father's bravery in battle and a mission to overthrow the incumbent ruler."
428,Il gattopardo,1963,186,8,100,,"27,615","The Prince of Salina, a noble aristocrat of impeccable integrity, tries to preserve his family and class amid the tumultuous social upheavals of 1860s Sicily."
429,Das Cabinet des Dr. Caligari,1920,76,8,,,"67,190","Hypnotist Dr. Caligari uses a somnambulist, Cesare, to commit murders."
430,Touch of Evil,1958,95,8,99,2.24,"1,07,423","A stark, perverse story of murder, kidnapping and police corruption in a Mexican border town."
431,La leggenda del pianista sull'oceano,1998,169,8,58,0.26,"67,190","A baby boy discovered on an ocean liner in 1900 grows into a musical prodigy, never setting foot on land."
432,Nostalgia,1983,125,8,,0.01,"28,799","A Russian poet and his interpreter travel to Italy researching the life of an 18th-century composer, and instead meet a ruminative madman who tells the poet how the world may be saved."
433,Tropa de Elite,2007,115,8,33,0.01,"1,07,348","In 1997 Rio de Janeiro, Captain Nascimento has to find a substitute for his position while trying to take down drug dealers and criminals before the Pope visits."
434,Le Samouraï,1967,105,8,,0.04,"54,192",After professional hitman Jef Costello is seen by witnesses his efforts to provide himself an alibi drive him further into a corner.
435,Dare mo shiranai,2004,141,8,88,0.68,"29,750","In a small Tokyo apartment, twelve-year-old Akira must care for his younger siblings after their mother leaves them and shows no sign of returning."
436,Song of the Sea,2014,93,8,85,0.86,"61,161","Ben, a young Irish boy, and his little sister Saoirse, a girl who can turn into a seal, go on an adventure to free the fairies and save the spirit world."
437,Out of the Past,1947,97,8,85,,"39,347","A private eye escapes his past to run a gas station in a small town, but his past catches up with him. Now he must return to the big city world of danger, corruption, double crosses, and duplicitous dames."
438,Le scaphandre et le papillon,2007,112,8,92,5.99,"1,09,134",The true story of Elle editor Jean-Dominique Bauby who suffers a stroke and has to live with an almost totally paralyzed body; only his left eye isn't paralyzed.
439,Brief Encounter,1945,86,8,92,,"42,316","Meeting a stranger in a railway station, a woman is tempted to cheat on her husband."
440,Au revoir les enfants,1987,104,8,88,4.54,"35,164","A French boarding school run by priests seems to be a haven from World War II until a new student arrives. Occupying the next bed in the dormitory to the top student in his class, the two young boys begin to form a bond."
